id,description,category,price,receiver,date,party,gifter,gift
1450,Ontvangen van de Koninklijke Schouwburg één paraplu. De waarde is onbekend.,overig,,"Stoffer, C. (Chris)",2023-09-21,SGP,de Koninklijke Schouwburg één,de Koninklijke Schouwburg één paraplu. De waarde is onbekend
1451,Ontvangen een boek over Politieke polarisatie in Nederland geschreven door Paul Dekker. De waarde is onbekend.,boeken,,"Stoffer, C. (Chris)",2023-09-06,SGP,nan,een boek over Politieke polarisatie in Nederland geschreven door Paul Dekker. De waarde is onbekend
1452,"Ontvangen van het voedingscentrum het boek ‘Schijf van Vijf kookboek’ ter waarde van €19,95.",boeken,19.95,"Stoffer, C. (Chris)",2023-06-22,SGP,het voedingscentrum,het voedingscentrum het boek ‘Schijf van Vijf kookboek’ ter waarde van
1453,"Ontvangen van Het Nationale Theater twee kaartjes voor de voorstelling ‘Tijd zal ons leren’ ter waarde van €39,-.",uitnodigingen en tickets,39.0,"Stoffer, C. (Chris)",2023-06-22,SGP,Het Nationale Theater,twee kaartjes voor de voorstelling ‘Tijd zal ons leren’ ter waarde van
1454,Ontvangen van Google Nederland twee toegangskaarten voor de TNW conference Amsterdam. De waarde is onbekend.,uitnodigingen en tickets,,"Stoffer, C. (Chris)",2023-06-16,SGP,Google Nederland,twee toegangskaarten voor de TNW conference Amsterdam. De waarde is onbekend
1455,"Ontvangen het boek 'Verstikkende bureaucratie met wortel en tak uitroeien' ter waarde van €12,95.",boeken,12.95,"Stoffer, C. (Chris)",2023-06-07,SGP,nan,het boek 'Verstikkende bureaucratie met wortel en tak uitroeien' ter waarde van
1456,Ontvangen van het college van B&W Rotterdam twee avondkaarten voor het North Sea Jazz festival. De waarde is onbekend.,uitnodigingen en tickets,,"Stoffer, C. (Chris)",2023-06-02,SGP,het college van B&W Rotterdam,het college van B&W Rotterdam twee avondkaarten voor het North Sea Jazz festival. De waarde is onbekend
1457,"Ontvangen het boek ‘Worst Bank Scenario’ van Hester Bais & Wink Sabée ter waarde van €25,-.",boeken,25.0,"Stoffer, C. (Chris)",2023-03-14,SGP,nan,het boek ‘Worst Bank Scenario’ van Hester Bais & Wink Sabée ter waarde van
1458,Ontvangen twee toegangskaartjes voor de AFAS Edisons 2023. De waarde is onbekend.,uitnodigingen en tickets,,"Stoffer, C. (Chris)",2023-03-14,SGP,nan,twee toegangskaartjes voor de AFAS Edisons 2023. De waarde is onbekend
1459,Ontvangen van Cultuur onder Vuur het boek ‘Hoe winnen we de klimaatoorlog?’. De waarde is onbekend.,boeken,,"Stoffer, C. (Chris)",2022-12-22,SGP,Cultuur onder Vuur,het boek ‘Hoe winnen we de klimaatoorlog?’. De waarde is onbekend
1460,"Ontvangen van Uitgeverij Elsevier boeken het boek ‘Handboek Minister’ ter waarde van € 14,95.",boeken,14.95,"Stoffer, C. (Chris)",2022-12-22,SGP,Uitgeverij Elsevier boeken,het boek ‘Handboek Minister’ ter waarde van
1461,"Ontvangen van de burgermeester van ’s-Hertogenbosch, J. Mikkers, het boek ‘De wereld op zijn kop’ van Marjon Zijlstra en Carla van der Meer en een fleece sjaal. De waarde is onbekend.",boeken,,"Stoffer, C. (Chris)",2022-12-13,SGP,"de burgermeester van ’s-Hertogenbosch, J. Mikkers,"," de burgermeester van ’s-Hertogenbosch, J. Mikkers, het boek ‘De wereld op zijn kop’ van Marjon Zijlstra en Carla van der Meer en een fleece sjaal. De waarde is onbekend"
1462,Ontvangen twee kaartjes voor de ITA-voorstelling Judas. De waarde is onbekend .,uitnodigingen en tickets,,"Stoffer, C. (Chris)",2022-04-10,SGP,nan,twee kaartjes voor de ITA-voorstelling Judas. De waarde is onbekend
1463,"Ontvangen van Uitgeverij Noordhoff de zesenvijftigste editie van de Grote Bosatlas ter waarde van €69,95",boeken,69.95,"Stoffer, C. (Chris)",2022-04-08,SGP,Uitgeverij Noordhoff,de zesenvijftigste editie van de Grote Bosatlas ter waarde van
1464,Ontvangen van burgemeester Eric van Oosterhout het boek ‘Gelukkig in Emmen’. De waarde is onbekend.,boeken,,"Strolenberg, M.F. (Mark)",2023-11-01,VVD,burgemeester Eric van Oosterhout,het boek ‘Gelukkig in Emmen’. De waarde is onbekend
1465,Ontvangen een diner tijdens een bijeenkomst met kandidaten van de VVD-Masterclass van VVD Noord-Nederland. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-10-17,VVD,nan,een diner tijdens een bijeenkomst met kandidaten van de VVD-Masterclass van VVD Noord-Nederland. De waarde is onbekend
1466,"Ontvangen van Groningen Airport Eelde een bambook ter waarde van €22,-.",overig,22.0,"Strolenberg, M.F. (Mark)",2023-10-17,VVD,Groningen Airport Eelde,een bambook ter waarde van
1467,Ontvangen van Transitiecoalitie Voedsel een goodie bag met eiwitrijke producenten en een kookboek. De waarde is onbekend.,boeken,,"Strolenberg, M.F. (Mark)",2023-10-17,VVD,Transitiecoalitie Voedsel,een goodie bag met eiwitrijke producenten en een kookboek. De waarde is onbekend
1468,Ontvangen van sociëteit A37 een diner tijdens het door de A37 georganiseerde Regiodebat Noord-Oost Nederland. De waarde is onbekend,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-10-16,VVD,sociëteit A37,een diner tijdens het door de A37 georganiseerde Regiodebat Noord-Oost Nederland. De waarde is onbekend
1469,Ontvangen een lunch van Fokker Aerostructures BV Hoogeveen. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-10-16,VVD,nan,een lunch van Fokker Aerostructures BV Hoogeveen. De waarde is onbekend
1470,Ontvangen van Sanquin Bloedvoorziening een bos bloemen als dank voor het spreken op hun congres. De waarde is onbekend.,bloemen,,"Strolenberg, M.F. (Mark)",2023-10-11,VVD,Sanquin Bloedvoorziening,een bos bloemen als dank voor het spreken op hun congres. De waarde is onbekend
1471,"Ontvangen van de Provincie Drenthe twee kaarten voor het EK-wielrennen (in Drenthe, op de Col du Vam). De waarde is onbekend.",uitnodigingen en tickets,,"Strolenberg, M.F. (Mark)",2023-09-26,VVD,de Provincie Drenthe," de Provincie Drenthe twee kaarten voor het EK-wielrennen (in Drenthe, op de Col du Vam). De waarde is onbekend"
1472,"Ontvangen van M50 (Platform Middelgrote Gemeenten) een koffie warmhoudbeker, Zeister Schandaaltjes (koekjes) en het Middelgrote Centrumsteden Kwartetspel. De waarde is onbekend.",etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-09-20,VVD,M50 (Platform Middelgrote Gemeenten)," een koffie warmhoudbeker, Zeister Schandaaltjes (koekjes) en het Middelgrote Centrumsteden Kwartetspel. De waarde is onbekend"
1473,Ontvangen van de Vereniging Drentse Gemeenten een lunch en excursie bij Nationaal Gevangenismuseum in Veenhuizen. De waarde is onbekend.,overig,,"Strolenberg, M.F. (Mark)",2023-09-15,VVD,de Vereniging Drentse Gemeenten,de Vereniging Drentse Gemeenten een lunch en excursie bij Nationaal Gevangenismuseum in Veenhuizen. De waarde is onbekend
1474,Ontvangen van de Gedeputeerde Staten van provincie Flevoland een diner. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-09-13,VVD,de Gedeputeerde Staten van provincie Flevoland,de Gedeputeerde Staten van provincie Flevoland een diner. De waarde is onbekend
1475,"Ontvangen van Marjolein Groot Koerkamp het boek ‘Botsende beschavingen’, ter waarde van €29,99.",boeken,29.99,"Strolenberg, M.F. (Mark)",2023-09-13,VVD,Marjolein Groot Koerkamp," het boek ‘Botsende beschavingen’, ter waarde van"
1476,"Ontvangen van het College van Burgemeester en Wethouders Het Hogeland voor twee personen een diner en voorstelling Ripperda ter waarde van €150,-.",overig,150.0,"Strolenberg, M.F. (Mark)",2023-09-08,VVD,Burgemeester en Wethouders Het Hogeland,het College van Burgemeester en Wethouders Het Hogeland voor twee personen een diner en voorstelling Ripperda ter waarde van
1477,Ontvangen van het Voedingscentrum een lunch en het boek ‘Lekker voor weinig: gezonde budgetrecepten’. De waarde is onbekend.,boeken,,"Strolenberg, M.F. (Mark)",2023-09-06,VVD,het Voedingscentrum,het Voedingscentrum een lunch en het boek ‘Lekker voor weinig: gezonde budgetrecepten’. De waarde is onbekend
1478,Ontvangen van GETEC Park Emmen een lunch. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-08-30,VVD,GETEC Park Emmen,een lunch. De waarde is onbekend
1479,"Ontvangen van Judith Tielen het boek 'Business Plan op 1 A4' ter waarde van €14,99.",boeken,14.99,"Strolenberg, M.F. (Mark)",2023-08-29,VVD,Judith Tielen,het boek 'Business Plan op 1 A4' ter waarde van
1480,"Ontvangen van de provincie Groningen een diner, voorstelling Festival Noorderzon en overnachting. De waarde is onbekend.",overig,,"Strolenberg, M.F. (Mark)",2023-08-25,VVD,de provincie Groningen," de provincie Groningen een diner, voorstelling Festival Noorderzon en overnachting. De waarde is onbekend"
1481,Ontvangen van de gemeente Hoogeveen een kaartje voor de voorstelling 'Boer Koekoek in Hollandscheveld'. De waarde is onbekend.,uitnodigingen en tickets,,"Strolenberg, M.F. (Mark)",2023-08-15,VVD,de gemeente Hoogeveen,de gemeente Hoogeveen een kaartje voor de voorstelling 'Boer Koekoek in Hollandscheveld'. De waarde is onbekend
1482,Ontvangen van Overleg Zeeuwse Overheden twee chocolaatjes. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-07-05,VVD,Overleg Zeeuwse Overheden,twee chocolaatjes. De waarde is onbekend
1483,Ontvangen van NL Voedt hapjes uit het Nederlandse voedsellandschap. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-07-04,VVD,NL Voedt hapjes uit,het Nederlandse voedsellandschap. De waarde is onbekend
1484,"Ontvangen van het bestuur van de Stichting Synthesis het boek ""Politieke Polarisatie in Nederland"" ter waarde van €19,90.",boeken,19.9,"Strolenberg, M.F. (Mark)",2023-07-04,VVD,het bestuur van," het bestuur van de Stichting Synthesis het boek ""Politieke Polarisatie in Nederland"" ter waarde van"
1485,"Ontvangen van het college van Gedeputeerde Staten Friesland een zeildag skûtsjesilen met lunch, jack en suikerbrood.",overig,,"Strolenberg, M.F. (Mark)",2023-07-01,VVD,het college van Gedeputeerde Staten Friesland,
1486,Ontvangen van het college van Gedeputeerde Staten van Drenthe twee kaarten voor de Dutch TT. De waarde is onbekend.,uitnodigingen en tickets,,"Strolenberg, M.F. (Mark)",2023-06-21,VVD,het college van Gedeputeerde Staten van Drenthe,het college van Gedeputeerde Staten van Drenthe twee kaarten voor de Dutch TT. De waarde is onbekend
1487,"Ontvangen van Talentenjagers Hoogeveen, een gips hand kunstwerk. De waarde is onbekend.",overig,,"Strolenberg, M.F. (Mark)",2023-06-16,VVD,"Talentenjagers Hoogeveen,",een gips hand kunstwerk. De waarde is onbekend
1488,"Ontvangen van Guus Berkhout en Hans de Jongh het boek ‘Verstikkende bureaucratie met wortel en tak uitroeien’ ter waarde van €12,95",boeken,12.95,"Strolenberg, M.F. (Mark)",2023-06-13,VVD,Guus Berkhout en Hans,de Jongh het boek ‘Verstikkende bureaucratie met wortel en tak uitroeien’ ter waarde van
1489,"Ontvangen van het Voedingscentrum het boek ‘Schijf van vijf kookboek’ ter waarde van €19,95.",boeken,19.95,"Strolenberg, M.F. (Mark)",2023-06-13,VVD,het Voedingscentrum,het Voedingscentrum het boek ‘Schijf van vijf kookboek’ ter waarde van
1490,"Ontvangen van de Nederlandse Arbeidsinspectie een paar werkschoenen, ter behoeven van werkbezoeken ter waarde van €34,95.",uitnodigingen en tickets,34.95,"Strolenberg, M.F. (Mark)",2023-06-02,VVD,de Nederlandse Arbeidsinspectie," de Nederlandse Arbeidsinspectie een paar werkschoenen, ter behoeven van werkbezoeken ter waarde van"
1491,Ontvangen van GevelBeheer twee speciaalbiertjes. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-05-26,VVD,GevelBeheer,twee speciaalbiertjes. De waarde is onbekend
1492,Ontvangen van VVD Drenthe bestuur een fles witte wijn naar aanleiding van een ledenbijeenkomst over klimaat en energie in Westerbork. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-05-11,VVD,VVD Drenthe bestuur,een fles witte wijn naar aanleiding van een ledenbijeenkomst over klimaat en energie in Westerbork. De waarde is onbekend
1493,Ontvangen van Avebe een goodiebag met macarons. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-05-11,VVD,Avebe,een goodiebag met macarons. De waarde is onbekend
1494,Ontvangen van VVD Provinciale Statenfractie Drenthe en bestuur een etentje. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-05-08,VVD,VVD Provinciale Statenfractie Drenthe en bestuur,een etentje. De waarde is onbekend
1495,"Ontvangen van gemeente Assen, een Koningsconcert van de KMK JWF. De waarde is onbekend.",overig,,"Strolenberg, M.F. (Mark)",2023-04-26,VVD,"gemeente Assen,",een Koningsconcert van de KMK JWF. De waarde is onbekend
1496,Ontvangen van mevrouw Udinga het boek ‘De stamhouder’. De waarde is onbekend.,boeken,,"Strolenberg, M.F. (Mark)",2023-03-23,VVD,mevrouw Udinga,het boek ‘De stamhouder’. De waarde is onbekend
1497,Ontvangen van Jumbo een miniatuur Jumbo vrachtwagen. De waarde is onbekend.,overig,,"Strolenberg, M.F. (Mark)",2023-03-17,VVD,Jumbo,een miniatuur Jumbo vrachtwagen. De waarde is onbekend
1498,Ontvangen van Organisatie Ronde van Drenthe een jubileumboek over de Ronde van Drenthe. De waarde is onbekend.,boeken,,"Strolenberg, M.F. (Mark)",2023-03-15,VVD,Organisatie Ronde van Drenthe,een jubileumboek over de Ronde van Drenthe. De waarde is onbekend
1499,"Ontvangen van Hester Bais en Wink Sabée het boek ‘Worst bank scenario’ ter waarde van €25,00.",boeken,25.0,"Strolenberg, M.F. (Mark)",2023-03-14,VVD,Hester Bais en Wink Sabée,het boek ‘Worst bank scenario’ ter waarde van
1500,Ontvangen van Schouwburg Ogterop Meppel een Zuivelhoeve borrelpakket. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-03-10,VVD,Schouwburg Ogterop Meppel,een Zuivelhoeve borrelpakket. De waarde is onbekend
1501,Ontvangen van delegatie van het parlement van Indonesië een Indonesisch kleed. De waarde is onbekend.,overig,,"Strolenberg, M.F. (Mark)",2023-03-07,VVD,delegatie van,het parlement van Indonesië een Indonesisch kleed. De waarde is onbekend
1502,Ontvangen van Jochem Koot een diner bij Boschhuis in Ter Apel. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-03-06,VVD,Jochem Koot,een diner bij Boschhuis in Ter Apel. De waarde is onbekend
1503,Ontvangen van Pandriks een tasje met afbakbroodjes. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-03-04,VVD,Pandriks,een tasje met afbakbroodjes. De waarde is onbekend
1504,Ontvangen van De Bedrijven sociëteit A37 een diner. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-02-20,VVD,De Bedrijven sociëteit A37,een diner. De waarde is onbekend
1505,Ontvangen van de gemeente Groningen een diner en een bezoek bij een concert tijdens Eurosonic Noorderslag festival en een overnachting. De waarde is onbekend.,uitnodigingen en tickets,,"Strolenberg, M.F. (Mark)",2023-01-20,VVD,de gemeente Groningen,de gemeente Groningen een diner en een bezoek bij een concert tijdens Eurosonic Noorderslag festival en een overnachting. De waarde is onbekend
1506,"Ontvangen van de Waddenacademie het boek ‘Landschapsbiografie Waddengebied’ ter waarde van €24,90.",boeken,24.9,"Strolenberg, M.F. (Mark)",2023-01-17,VVD,de Waddenacademie,de Waddenacademie het boek ‘Landschapsbiografie Waddengebied’ ter waarde van
1507,Ontvangen van de Voorzitter van de Tweede Kamer der Staten-Generaal twee zilveren waxinelichthouders. De waarde is onbekend.,overig,,"Strolenberg, M.F. (Mark)",2023-01-17,VVD,de Voorzitter van,de Voorzitter van de Tweede Kamer der Staten-Generaal twee zilveren waxinelichthouders. De waarde is onbekend
1508,Ontvangen van Airbus Defence & Space een waterfles en sleutelhanger. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2023-01-15,VVD,Airbus Defence & Space,een waterfles en sleutelhanger. De waarde is onbekend
1509,Ontvangen van Energie & Grondstoffen fabriek Aqua Minerals een flesje blond bier. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2022-12-22,VVD,Energie & Grondstoffen fabriek Aqua Minerals,een flesje blond bier. De waarde is onbekend
1510,"Ontvangen van Elsevier Weekblad het boek ‘Handboek Minister’ ter waarde van €14,95.",boeken,14.95,"Strolenberg, M.F. (Mark)",2022-12-20,VVD,Elsevier Weekblad,het boek ‘Handboek Minister’ ter waarde van
1511,"Ontvangen van RTV Drenthe, twee flessen wijn. De waarde is onbekend.",etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2022-12-19,VVD,"RTV Drenthe,",twee flessen wijn. De waarde is onbekend
1512,"Ontvangen van Hester Bias, twee maal het boek ‘Worst bank scenario’, ter waarde van €25.",boeken,25,"Strolenberg, M.F. (Mark)",2022-12-19,VVD,"Hester Bias,"," twee maal het boek ‘Worst bank scenario’, ter waarde van"
1513,"Ontvangen van Ad Bos het boek 'Klokkenluider: Het leven Ad en Joke Bos', ter waarde van € 14,95.",boeken,14.95,"Strolenberg, M.F. (Mark)",2022-12-14,VVD,Ad Bos," het boek 'Klokkenluider: Het leven Ad en Joke Bos', ter waarde van"
1514,Ontvangen van ambtenaren van de provincie Drenthe een boekje over Programma Natuurlijk Platteland. De waarde is onbekend.,boeken,,"Strolenberg, M.F. (Mark)",2022-12-08,VVD,ambtenaren van,de provincie Drenthe een boekje over Programma Natuurlijk Platteland. De waarde is onbekend
1515,Ontvangen van ambtenaren uit Meppel een goodiebag. De waarde is onbekend.,overig,,"Strolenberg, M.F. (Mark)",2022-12-02,VVD,ambtenaren uit Meppel,een goodiebag. De waarde is onbekend
1516,Ontvangen van VVD Drenthe een chocoladepakketje. De waarde is onbekend.,etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2022-11-28,VVD,VVD Drenthe,een chocoladepakketje. De waarde is onbekend
1517,"Ontvangen van VVD Meppel, Steenwijkerland, Zwartewaterland en Westerveld, een fles rode wijn. De waarde is onbekend.",etenswaren en dranken,,"Strolenberg, M.F. (Mark)",2022-11-24,VVD,nan,een fles rode wijn. De waarde is onbekend
1518,"Ontvangen van de Club van 100 het boek ‘De prijs van de macht’ ter waarde van €21,99.",boeken,21.99,"Strolenberg, M.F. (Mark)",2022-11-16,VVD,de Club van 100,de Club van 100 het boek ‘De prijs van de macht’ ter waarde van
